,Two Possessed by Demons,FooF,Orange,EE,,,S,,VIII, $0.50 ,, $-   ,,,0,Set any 2 humans aside until Son of God is played.,,,,,,,,
,Wastelands,FooF,Orange,Curse,2,4,Y,,VIII, $0.50 ,, $-   ,,,0,Selected opponent must place a Site from his territory beneath deck.  May be used twice per game.,,,,,,,,
,Zerubbabel's Temple,FooF,Multi,Fortress,,,Pr,,VIII, $1.00 ,, $-   ,,,0,"Protect your Zerubbabel's Temple Priests from capture, conversion, and removal from the game.  Only one good Temple or Tabernacle may be in a player's territory.",,,,,,,,
,Amasai the Raider,FooF,Red,GC,9,9,D,W,IX, $0.50 ,, $-   ,,,0,Discard an evil Enhancement from opponent's deck or Storehouse.,,,,,,,,
,David's Mighty Men,FooF,Red,GE,5,2,D,,IX, $0.50 ,, $-   ,,,0,"If used by a warrior class Hero, discard a warrior class Evil Character.  Cannot be negated.",,,,,,,,
,Healing of Naaman,FooF,Gray,EE,,,C,,IX, $0.50 ,, $-   ,,,0,Heal your human Evil Character and convert it to a Hero in the brigade of your choice.,,,,,,,,
,Heldai,FooF,Red,GC,7,7,B,W,IX, $0.50 ,, $-   ,,,0,May band to a warrior class II Samuel or I Chronicles Hero.,,,,,,,,
,House of Rimmon,FooF,Multi,Fortress,,,Pr,,IX, $1.00 ,, $-   ,,,0,"Protect Syrian Evil Characters in your territory from shuffle, capture, and discard unless Elisha is in play.",,,,,,,,
,King Cushan-Rishathaim,FooF,Gray,EC,8,8,Y,W,IX, $0.50 ,, $-   ,,,0,Prevent the special ability on the next Enhancement opponent plays this battle.,,,,,,,,
,Naaman,FooF,Gray,EC,8,7,Y,W,IX, $1.00 ,, $-   ,,,0,"O.T. Enhancements used by Naaman cannot be negated.  The first time Namaan is about to be discarded, heal him and convert him to a red brigade Hero.",,,,,,,,
,Naharai,FooF,Red,GC,1,1,Y,W,IX, $0.50 ,, $-   ,,,0,"If you do not have a good weapon class Enhancement in play when this Hero enters battle, discard him after battle.",,,,,,,,
,Namaan's Chariot and Horses,FooF,Gray,EE,2,2,Int,W,IX, $1.00 ,, $-   ,,,0,"Interrupt the battle and draw two cards.  If used by a unique character, you may play the next Enhancement.",,,,,,,,
,The Battle is the Lord's,FooF,Red,GE,,,N,,IX, $0.50 ,, $-   ,,,0,"If used by a warrior class Hero, negate all special abilities on evil Enhancements of a selected brigade.",,,,,,,,
,Buying Grain,FooF,Blue,GE,4,3,D,,X, $0.50 ,, $-   ,,,0,"Opponent must discard an evil card from hand.  If used by a son of Jacob, you may draw two cards.",,,,,,,,
,Emperor Galba,FooF,Gray,EC,10,1,Y,W,X, $1.00 ,, $-   ,,,0,Each opponent must discard card from hand.  You may search deck or discard pile for Rome and put it in play.,,,,,,,,
,Emperor Otho,FooF,Gray,EC,10,1,D,W,X, $1.00 ,, $-   ,,,0,You may discard a N.T. evil Enhancement from hand to discard all cards in battle.,,,,,,,,
,Expelling the Jews,FooF,M u l t i,EE,0,6,Y,,X, $1.00 ,, $-   ,,,0,"If used by a Roman emperor, interrupt the battle and return all human Heroes in battle to territory.",,,,,,,,
,Heavy Taxes,FooF,Gray,EE,0,X,D,,X, $0.50 ,, $-   ,,,0,"Opponent must discard a card from hand and you may draw a card.  If used by an emperor, do this twice and end the battle.",,,,,,,,
,Reuben,FooF,Blue,GC,12,6,Pr,,X, $0.50 ,, $-   ,,,0,Protect your Genesis Heroes from discard abilities on evil Enhancements this turn.,,,,,,,,
,Reuben's Torn Clothes,FooF,Blue,GE,1,6,Ig,,X, $1.00 ,, $-   ,,,0,Negate all evil immunity.  All Genesis Heroes ignore an evil brigade of your choice.,,,,,,,,
,Rome,FooF,Multi,Fortress,,,Y,,X, $1.00 ,, $-   ,,,0,Your emperors have first strike and may use N.T. Enhancements of any evil brigade except orange.,,,,,,,,
,Simeon,FooF,Blue,GC,11,8,B,,X, $0.50 ,, $-   ,,,0,"If you have a female Genesis Hero in play, opponent must discard an evil card from hand or territory.  May band to Levi.",,,,,,,,
,Zebulun,FooF,Blue,GC,3,3,Ig,,X, $1.00 ,, $-   ,,,0,"Draw a card.  If all your Heroes in play are Genesis Heroes, Zebulun ignores Evil Characters with toughness greater than the number of cards in your hand.",,,,,,,,
,Aaron,G/H,Green,GC,6,4,B,,C, $0.25 ,, $-   ,,,0,May band to Miriam. Protect all active Holy of Holies artifacts from discard while Aaron is in play.,,,,,,,,
,Aaron and Miriam's Dissent,G/H,Brown,EE,3,3,#,,C, $0.25 ,, $-   ,,,0,Decrease all O.T. heroes in play by 2/2 until end of the turn.,,,,,,,,
,Aaron's Rod,G/H,Green,GE,,,D,,C, $0.25 ,, $-   ,,,0,Discard all evil enhancements in play. Cannot be negated.,,,,,,,,
,Abiram,G/H,Brown,EC,5,7,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Ancient Evil,G/H,Black,EE,2,3,D,,C, $0.25 ,, $-   ,,,0,Discard a hero in a territory.,,,,,,,,
,Angel of the Lord (G),G/H,Instant,Lamb,,,D,,C, $0.25 ,, $-   ,,,0,Discard any Evil Character in play.,,,,,,,,
,Angel of the Lord (H),G/H,Instant,Lamb,,,D,,C, $0.25 ,, $-   ,,,0,Discard any Evil Character in play.,,,,,,,,
,Apprehended,G/H,Crimson,EE,2,2,T,,C, $0.25 ,, $-   ,,,0,"If used by a warrior class evil character, capture a hero.",,,,,,,,
,Begging to go Back,G/H,Yellow,EE,2,4,D,,C, $0.25 ,, $-   ,,,0,Discard the top two cards of opponent's draw pile. Then select any card except a dominant card in that opponent's discard pile and return it to the top of that draw pile.,,,,,,,,
,Blood of the Lamb,G/H,White,GE,2,2,N,,C, $0.50 ,, $-   ,,,0,Negate all immune abilities on demons. Discard a demon in play.,,,,,,,,
,Bravery of Priscilla ,G/H,White,GE,2,1,Pr,,C, $0.25 ,, $-   ,,,0,Interrupt the battle and protect all heroes not in battle from all evil enhancements this turn.,,,,,,,,
,Burial,G/H,Instant,Reaper,,,D,,C, $1.00 ,, $-   ,,,0,Discard any Lost Soul in Play.,,,,,,,,
,Burning up the Chaff,G/H,Multi,GE,2,5,Y,,C, $1.00 ,, $-   ,,,0,Remove all cards except lost soul cards in one opponent's discard pile from the game,,,,,,,,
,Cast out Demons,G/H,Purple,GE,3,1,D,,C, $0.25 ,, $-   ,,,0,Discard a demon in play.,,,,,,,,
,Christian Martyr,G/H,Instant,Reaper,,,D,,C, $1.00 ,, $-   ,,,0,Discard any Hero in play.,,,,,,,,
,Dathan,G/H,Brown,EC,5,6,B,,C, $0.25 ,, $-   ,,,0,May band to Abiram or Korah. Cannot be prevented.,,,,,,,,
,Deceit of Sapphira,G/H,Crimson,EE,,,D,,C, $0.25 ,, $-   ,,,0,Discard all cards in battle (including yours). Cannot be prevented by an evil card.,,,,,,,,
,Denying Blame,G/H,Black,EE,,,Int,,C, $0.25 ,, $-   ,,,0,"Interrupt and redirect the last good enhancement played in battle (play the redirected enhancement as if it were yours, regardless of brigade color).",,,,,,,,
,Egypt ,G/H,Gold,Site,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Egyptian Charioteers,G/H,Yellow,EC,6,8,,W,C, $0.25 ,, $-   ,,,0,Prevent the special ability of the next enhancement opponent plays this battle.,,,,,,,,
,Egyptian Horsemen,G/H,Yellow,EC,7,7,,W,C, $0.50 ,, $-   ,,,0,Discard the top card from your opponent's draw pile or draw a card from yours.,,,,,,,,
,Elders of Israel,G/H,Gold,GC,5,7,,,C, $0.25 ,, $-   ,,,0,Hero is immune to brown and pale green brigade male evil characters.,,,,,,,,
,Enslaved by Egypt,G/H,Yellow,EE,2,2,,,C, $0.25 ,, $-   ,,,0,"If used by an Egyptian, capture a hero. Cannot be negated by a good card if the Egypt site is in play.",,,,,,,,
,Faith Shared,G/H,White,GE,2,1,,,C, $0.25 ,, $-   ,,,0,"If used by a female hero, ignore all crimson and black brigade evil characters.",,,,,,,,
,False Witnesses,G/H,Black,EE,2,2,,,C, $0.25 ,, $-   ,,,0,"If used by a Sadducee, capture a hero.",,,,,,,,
,Flight,G/H,Black,EE,2,3,,,C, $0.25 ,, $-   ,,,0,Negate all good banding abilities.,,,,,,,,
,Gentle Resolution,G/H,White,GE,2,3,,,C, $0.25 ,, $-   ,,,0,Convert a human evil character to a green brigade hero.,,,,,,,,
,Golden Calf,G/H,,Artifact,,,,,C, $1.00 ,, $-   ,,,0,"Prevent all special abilities on O.T. Heroes. Cannot be negated. Discard this artifact if Moses, Hosea, or Amos win a battle. ",,,,,,,,
,Great Faith,G/H,Purple,GE,,,,,C, $0.25 ,, $-   ,,,0,Exvchange this enhancement with another good enhancement in your draw pile. (You may place in hand or battle). Shuffle draw pile after exchange.,,,,,,,,
,Herod Agrippa I,G/H,Crimson,EC,7,7,,,C, $0.25 ,, $-   ,,,0,"Discard James, Son of Zebedee. Capture Peter.",,,,,,,,
,Herod's Temple,G/H,Purple,Site,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Idolaters,G/H,Brown,EC,1,3,,,C, $0.25 ,, $-   ,,,0,Capture Aaron.,,,,,,,,
,Imitating Evil,G/H,Crimson,EE,2,2,,,C, $0.25 ,, $-   ,,,0,"If used by a human evil character, search discard pile for a crimson enhancement and play it.",,,,,,,,
,Increasing Numbers,G/H,Green,GE,4,2,,,C, $0.25 ,, $-   ,,,0,Search your draw pile for up to two heroes and place them in your territory.,,,,,,,,
,Israelite Rebellion,G/H,Brown,EE,2,4,,,C, $0.25 ,, $-   ,,,0,Capture a hero with toughness */4 or less.,,,,,,,,
,Jairus' Daughter,G/H,White,GC,4,3,,,C, $0.25 ,, $-   ,,,0,"The first time this hero is about to be discarded, return her to your territory and increase her by 2/2.",,,,,,,,
,James Son of Zebedee,G/H,Purple,GC,8,6,,,C, $0.25 ,, $-   ,,,0,May band to John.,,,,,,,,
,Jethro,G/H,Green,GC,4,3,,,C, $0.25 ,, $-   ,,,0,"Th e player with the most O.T. male heroes in territory may draw a card. (If there is a tie, do not draw).",,,,,,,,
,John,G/H,Purple,GC,7,8,,,C, $0.50 ,, $-   ,,,0,"Prevent all special abilities on evil characters., except banding.",,,,,,,,
,King's Sword,G/H,,Artifact,,,,,C, $0.25 ,, $-   ,,,0,Negate all immune abilities on characters.,,,,,,,,
,Lamb's Righteousness,G/H,White,GE,3,2,,,C, $0.25 ,, $-   ,,,0,Return each capture hero to its owner's territory.,,,,,,,,
,Letters to the Churches,G/H,Purple,GE,7,0,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Listening to God,G/H,Purple,GE,,,,,C, $0.25 ,, $-   ,,,0,Set a hero aside (out of play) for 3 turns. Hero returns with abilities increased 6/6.,,,,,,,,
,Locust from the Pit,G/H,Black,EC,6,6,,,C, $0.25 ,, $-   ,,,0,Discard an occupied site (Lost Soul remains in play).,,,,,,,,
,Lost Soul I Corinthians 1:27,G/H,,Lost Soul,,,,,C, $1.50 ,, $-   ,,,0,"If you put this lost soul in a site, each of your opponent's must discard a card from hand.",,,,,,,,
,Lost Soul Jeremiah 7:18,G/H,,Lost Soul,,,,,C, $1.50 ,, $-   ,,,0,This lost soul is protected from rescue except by a female hero or the Son of God.,,,,,,,,
,Lost Soul Ephesians 5:14,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Ezekiel 13:18,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Ezekiel 34:16,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Ezekiel 36:19,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Jeremiah 50:6,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Job 33:27-28,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Luke 13:25,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Luke 15:6,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Luke 19:10,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul Proverbs 7:27,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul II Timothy 2:26,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Lost Soul II Timothy 3:6-7,G/H,,Lost Soul,,,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Love of Money,G/H,Multi,EE,3,3,,,C, $0.25 ,, $-   ,,,0,Evil character may use enhancements of any/all evil brigades this battle.,,,,,,,,
,Lydia,G/H,White,GC,5,4,,,C, $0.25 ,, $-   ,,,0,Lydia may use purple brigade enhancements. Lydia is protected from capture.,,,,,,,,
,Lying unto God,G/H,Multi,EE,2,3,,,C, $1.50 ,, $-   ,,,0,Negate and discard one active artifact.,,,,,,,,
,Meeting in the Wilderness,G/H,Green,GE,,,,,C, $0.25 ,, $-   ,,,0,Set two heroes aside for 2 turns. Both heroes return with abilities increased 3/3.,,,,,,,,
,Midwives,G/H,Green,GC,7,6,,,C, $0.25 ,, $-   ,,,0,Return all male heroes with an Exodus reference from your discard pile and put them in your territory.,,,,,,,,
,Miriam,G/H,Green,GC,4,4,,,C, $0.25 ,, $-   ,,,0,Hero ignores gold brigade evil characters.,,,,,,,,
,Moses,G/H,Gold,GC,8,8,,,C, $0.25 ,, $-   ,,,0,Negate all special abilities on characters and enhancements (except this ability). ,,,,,,,,
,Moses' Rod,G/H,,Artifact,,,,,C, $0.25 ,, $-   ,,,0,Plagues with an Exodus reference cannot be prevented.,,,,,,,,
,Murmuring,G/H,Multi,EE,3,3,,,C, $1.00 ,, $-   ,,,0,Remove all cards except lost soul cards in one opponent's discard pile from the game.,,,,,,,,
,Parmenas,G/H,Purple,GC,6,4,,,C, $0.25 ,, $-   ,,,0,"If your opponent has more cards in hand than you, you may draw two cards.",,,,,,,,
,Pharaoh,G/H,Yellow,EC,9,10,,W,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Pharaoh's Hard Heart,G/H,Yellow,EE,1,5,,,C, $0.25 ,, $-   ,,,0,Discard one good enhancement in battle.,,,,,,,,
,Pharaoh's Murderous Order,G/H,Yellow,EE,4,0,,,C, $0.25 ,, $-   ,,,0,Discard a male human hero in each opponent's territory.,,,,,,,,
,Pillar of a Cloud,G/H,Multi,GE,2,5,,,C, $0.25 ,, $-   ,,,0,"Hero has first strike (if battle ends in mutual destruction by numbers, hero is not discarded).",,,,,,,,
,Pillar of Fire,G/H,Multi,GE,3,4,,,C, $0.25 ,, $-   ,,,0,Hero is immune to black and gold brigades.,,,,,,,,
,Plague of Boils,G/H,Gold,GE,2,2,,,C, $0.25 ,, $-   ,,,0,Decrease all evil characters in play by 2/2.,,,,,,,,
,Plague of Frogs,G/H,Green,GE,2,2,,,C, $0.25 ,, $-   ,,,0,Regardless of immunity return an evil character in play to owner's draw pile. Shuffle draw pile.,,,,,,,,
,Plague of Hail,G/H,Gold,GE,2,2,,,C, $0.25 ,, $-   ,,,0,Negate and discard one evil enhancement in play.,,,,,,,,
,Plague of Lice,G/H,Green,GE,2,2,,,C, $0.25 ,, $-   ,,,0,Take a card at random from opponent's hand and place beneath owner's draw pile.,,,,,,,,
,Preaching the Truth,G/H,Multi,GE,1,1,,,C, $0.25 ,, $-   ,,,0,"If used by a N.T. human hero, convert a human evil character to a green brigade hero.",,,,,,,,
,Preemptive Strike,G/H,Brown,EE,3,3,,,C, $0.25 ,, $-   ,,,0,Prevent the special ability of the next good enhancement played this battle.,,,,,,,,
,Pride of Simon ,G/H,Black,EE,2,4,,,C, $0.25 ,, $-   ,,,0,"If used by a human evil character, search discard pile for a black brigade enhancement and play it.",,,,,,,,
,Priscilla,G/H,White,GC,5,7,,,C, $0.25 ,, $-   ,,,0,May band to Aquila.,,,,,,,,
,Reach of Desperation,G/H,Purple,GE,4,3,,,C, $0.25 ,, $-   ,,,0,"You may interrupt the battle, draw three cards, and play the next enhancement.",,,,,,,,
,Red Dragon,G/H,Crimson,EC,5,6,,,C, $0.50 ,, $-   ,,,0,Immune to human heroes.,,,,,,,,
,Sadducees,G/H,Black,EC,1,3,,,C, $0.25 ,, $-   ,,,0,May band to all Sadducees (you may add all characters from the Sadducees category to the battle).,,,,,,,,
,Sapphira,G/H,Crimson,EC,6,8,,,C, $0.25 ,, $-   ,,,0,Negate all special abilities on characters and enhancements (except this ability).,,,,,,,,
,Self-Doubt,G/H,Brown,EE,,,,,C, $0.25 ,, $-   ,,,0,Return a Hero in play to the top of owner's draw pile.,,,,,,,,
,Son of God (G),G/H,Instant,Lamb,,,,,C, $0.25 ,, $-   ,,,0,Rescue any Lost Soul in play.,,,,,,,,
,Son of God (H),G/H,Instant,Lamb,,,,,C, $0.25 ,, $-   ,,,0,Rescue any Lost Soul in play.,,,,,,,,
,Strong Demon,G/H,Black,EC,9,10,,,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Tables of the Law,G/H,,Artifact,,,,,C, $0.25 ,, $-   ,,,0,Holder may keep up to ten cards in hand instead of eight.,,,,,,,,
,Taking Egypt's Wealth,G/H,Gold,GE,4,2,,,C, $0.50 ,, $-   ,,,0,Look at opponent's hand and take one enhancement there into your hand.,,,,,,,,
,Taskmaster,G/H,Yellow,EC,6,6,,,C, $0.25 ,, $-   ,,,0,Reduce all O.T. heroes in play by 2/2 until end of turn.,,,,,,,,
,The Word Spreads,G/H,Purple,GE,1,4,,,C, $0.25 ,, $-   ,,,0,Convert a human evil character to a green brigade hero. Cannot be negated if used by a Deacon.,,,,,,,,
,Temple Guard,G/H,Black,EC,5,7,,W,C, $0.25 ,, $-   ,,,0,,,,,,,,,
,Thrown into the Sea,G/H,Gold,GE,3,4,,,C, $0.25 ,, $-   ,,,0,Shuffle all warrior class evil characters in play back into their owners' draw piles.,,,,,,,,
,Timothy,G/H,White,GC,4,4,,,C, $0.25 ,, $-   ,,,0,"Each time Timothy makes a successful rescue, he gains 3/3.",,,,,,,,
,Trust in the Lord,G/H,Green,GE,4,2,,,C, $0.25 ,, $-   ,,,0,Negate and discard the last evil enhancement played this battle.,,,,,,,,
,Water from a Rock,G/H,Gold,GE,1,3,,,C, $0.25 ,, $-   ,,,0,Draw two cards. Cannot be prevented.,,,,,,,,
,Women of Israel,G/H,Gold,GC,5,4,,,C, $0.25 ,, $-   ,,,0,May band to any female O.T. Hero.,,,,,,,,
,Zelophehad's Sin,G/H,Brown,EE,,,,,C, $0.50 ,, $-   ,,,0,"Discard all blocking evil characters, and remove one hero in battle from the game.",,,,,,,,
,Abiezer,Kings,Blue,GC,7,3,Im,W,C, $0.25 ,, $-   ,,,0,Hero is immune to crimson brigade.,,,,,,,,
,Abishai,Kings,Red,GC,8,8,B,W,C, $0.25 ,, $-   ,,,0,Discard Ishbibenob.  May band to any red brigade warrior class Hero.,,,,,,,,
,Abishai's Spear,Kings,Red,GE,3,2,Pr,W,C, $0.25 ,, $-   ,,,0,Protect all red brigade Heroes not in battle from harm,,,,,,,,
,Abner,Kings,Brown,EC,9,8,F,W,C, $0.50 ,, $-   ,,,0,Character has first strike ability.  Ability cannot be negated unless Joab is in battle.,,,,,,,,
,Abner's Spear,Kings,Brown,EE,3,2,D,W,C, $0.25 ,, $-   ,,,0,Holder may discard Abner?s Spear to discard a male Hero in battle with abilities of */4 or less.,,,,,,,,
,Absalom,Kings,Pale Green,EC,6,7,B,W,C, $0.25 ,, $-   ,,,0,"May band with any Evil Character with a reference from II Samuel 14-18.  While Absalom is in play, David cannot enter battle.",,,,,,,,
,Absalom's Soldiers,Kings,Pale Green,EC,5,4,B,W,C, $0.50 ,, $-   ,,,0,Place David beneath owner?s draw pile.  May band to Absalom?s Soldiers.,,,,,,,,
,Acts of Uzziah,Kings,Purple,GE,3,1,D,,C, $0.25 ,, $-   ,,,0,Discard Household Idols.  Return all Evil Characters in set aside areas to owner?s territory at face value.,,,,,,,,
,Adino,Kings,Red,GC,6,6,Y,W,C, $0.25 ,, $-   ,,,0, If Adino is holding a spear he gains 3/3 and prevents all special abilities except banding on non-weapon class enhancements.,,,,,,,,
,Adino's Spear,Kings,Red,GE,3,2,Im,W,C, $0.25 ,, $-   ,,,0,Hero is immune to gold brigade.,,,,,,,,
,Ahimaaz,Kings,Blue,GC,4,2,Y,W,C, $0.25 ,, $-   ,,,0,Holder may look at one opponent?s hand or cards face down in a Site. Hero may then withdraw from battle unharmed or continue the battle. Ahimaaz cannot be captured.,,,,,,,,
,Ahithophel,Kings,Gray,EC,2,2,B,,C, $0.25 ,, $-   ,,,0,May band with any Evil Character with a reference from II Samuel 14-17.,,,,,,,,
,Amasa,Kings,Pale Green,EC,8,8,B,W,C, $0.25 ,, $-   ,,,0,Cannot be taken prisoner. May band to Absalom?s Soldiers.,,,,,,,,
,Ambush the City,Kings,Gold,GE,,,S,,R, $2.00 ,, $-   ,,,0,"If making a rescue attempt, set all cards in battle aside (regardless of immunity).  Holder may begin a new rescue attempt against same player.  Once new rescue attempt is completed, the original battle resumes as a battle challenge.  Cannot be negated.",,,,,,,,
,Angel Chariots,Kings,Silver,GE,3,2,D,,C, $0.25 ,, $-   ,,,0,Discard any crimson brigade Evil Character in play or a set-aside area,,,,,,,,
,Angel of His Presence,Kings,Silver,GC,7,5,Y,W,C, $0.50 ,, $-   ,,,0,Draw the top card from your draw pile.,,,,,,,,
,Angel of Might,Kings,Silver,GC,9,9,F,,C, $0.25 ,, $-   ,,,0,Hero has first strike ability.,,,,,,,,
,Angel of the Waters,Kings,Silver,GC,6,8,Y,,C, $0.25 ,, $-   ,,,0,Silver brigade Heroes cannot be taken prisoner this turn.,,,,,,,,
,Angel's Sword,Kings,Silver,GE,3,2,Y,W,C, $0.50 ,, $-   ,,,0,"If blocked by a human Evil Character, Hero may play the first enhancement.",,,,,,,,
,Answered Prayer,Kings,White,GE,*,*,#,,C, $0.25 ,, $-   ,,,0,Selected Hero (until discarded) gains 7 ability points to be distributed as holder chooses.  Distribution must be announced when played.,,,,,,,,
,Archers of Kedar,Kings,Crimson,EC,3,5,B,W,C, $1.00 ,, $-   ,,,0,May band to any warrior class Evil Character. May discard any Hero in a territory but then discard Archers of Kedar at end of battle.,,,,,,,,
,Ark of the Covenant,Kings,,Artifact,,,D,,U, $7.00 ,, $-   ,,,0,"Regardless of battle outcome, any Evil Character an opponent uses to block a rescue attempt is discarded at the end of battle.  Limit Holder to two such discards per game.",,,,,,,,
,Army of Chaldeans,Kings,Crimson,EE,3,3,D,,C, $0.25 ,, $-   ,,,0,Discard all good weapon class enhancements in battle.,,,,,,,,
,Artifacts Destroyed,Kings,Yellow,EE,,,D,,R, $1.00 ,, $-   ,,,0,Discard one active Artifact from each opponent?s territory.,,,,,,,,
,Asherah Pole,Kings,,Artifact,,,Y,,R, $4.00 ,, $-   ,,,0,"When blocking any O.T Hero, evil enhancements cannot be negated.  Discard if Gideon, King Asa, King Hezekiah, or King Josiah enters battle.",,,,,,,,
,Backward Shadow,Kings,Green,GE,,,H,,C, $0.25 ,, $-   ,,,0,Heal a Hero in play.  Abilities (*/*) of that Hero may not decrease below Hero?s face value for remainder of game.,,,,,,,,
,Battle Axe,Kings,Red,GE,4,3,Ig,,C, $0.25 ,, $-   ,,,0,Hero ignores gray brigade.,,,,,,,,
,Battle Neutralized,Kings,White,GE,,,Y,,C, $0.25 ,, $-   ,,,0,The battle immediately ends in a stalemate. All characters in battle return to territories. All enhancements in battle are discarded.,,,,,,,,
,Battle Prayer,Kings,Gold,GE,4,3,Se,,C, $0.25 ,, $-   ,,,0,Search your draw pile or discard pile for any good gold brigade enhancement and add it to your hand. Shuffle card pile.,,,,,,,,
,Bearing Bad News,Kings,Gray,EE,,,Y,,C, $0.25 ,, $-   ,,,0,"If a unique human Evil Character is discarded as a result of this battle, no Lost Soul may be rescued by a Hero this turn.",,,,,,,,
,Belt of Truth,Kings,Multi,GE,3,4,N,,U, $4.00 ,, $-   ,,,0,"Negate all special abilities on evil cards with the word False, Lies, Deceived, or Deceit in the title.",,,,,,,,
,Benaiah,Kings,Green,GC,8,8,N,W,R, $2.00 ,, $-   ,,,0,Negate all special abilities on non-warrior class characters and non-weapon class enhancements,,,,,,,,
,Benaiah Snatches a Spear,Kings,Green,GE,1,1,N,,C, $0.25 ,, $-   ,,,0,Negate one evil enhancement in battle.  Add the numbers on that enhancement to this Hero for remainder of turn.  Cannot be negated.,,,,,,,,
,Besieging the City,Kings,Yellow,EE,,,Y,,C, $0.25 ,, $-   ,,,0,Opponent may not draw cards or make a rescue attempt next turn.,,,,,,,,
,Book of Hozai,Kings,Blue,GE,3,3,Y,,C, $0.25 ,, $-   ,,,0,"Holder may draw three cards and play the next enhancement. During discard phase, holder may return any cards from hand to top of draw pile.",,,,,,,,
,Book of Jashar,Kings,Blue,GE,,,Y,,C, $0.25 ,, $-   ,,,0,This enhancement duplicates (becomes an exact copy of) the previous good enhancement played by holder this turn.,,,,,,,,
,Bow and Arrow,Kings,Gold,GE,2,2,N,,R, $1.00 ,, $-   ,,,0,Negate the last evil enhancement played in current battle.,,,,,,,,
,Bow and Arrow,Kings,Gray,EE,3,2,Im,W,C, $0.25 ,, $-   ,,,0,Evil Character is immune to silver brigade.,,,,,,,,
,Break Down the Wall of Gath,Kings,Purple,GE,4,0,D,,C, $0.25 ,, $-   ,,,0,"Discard a single color Lost Soul Site, and all evil cards guarding it.  Lost Soul(s) remains in play.",,,,,,,,
,Breaking Jerusalem's Wall,Kings,Black,EE,6,0,D,,C, $0.25 ,, $-   ,,,0,"If used by a King of Israel, discard one Wall of Protection or Jerusalem Tower.",,,,,,,,
,Breaking Through,Kings,Crimson,EE,6,0,D,,U, $3.00 ,, $-   ,,,0,"If Nebuchadnezzar is in play, discard one Wall of Protection or Jerusalem Tower.",,,,,,,,
,Breastplate of Righteousness,Kings,Multi,GE,3,4,Im,,U, $4.00 ,, $-   ,,,0,Hero is immune to crimson brigade.  Holder may play the next enhancement.,,,,,,,,
,Captain of the Host,Kings,Silver,GC,10,10,N,W,R, $6.00 ,, $-   ,,,0,Negate all non-weapon class special abilities except banding.,,,,,,,,
,Captain's Sword,Kings,Silver,GE,3,2,Y,W,C, $0.25 ,, $-   ,,,0,"If holder is ever losing the battle by the numbers, holder may discard Captain?s Sword to withdraw all Heroes unharmed from battle.",,,,,,,,
,Chariots of the Sun,Kings,Pale Green,EE,2,2,Pl,W,C, $0.25 ,, $-   ,,,0,"Holder may place this card on any Solomon?s Temple.  While Chariots of the Sun is there, Glory of the Lord does not protect that Fortress and no Artifact may be there.  Return any Artifact there to Artifact pile.  Discard this card if Huldah enters battle.",,,,,,,,
,Chemosh,Kings,Brown,EE,,,S,,C, $0.25 ,, $-   ,,,0,"Set Evil Character aside.  Evil character decreases 0/1 each turn until discarded.  At each upkeep, select any Hero in play to decrease 0/2 until discarded.",,,,,,,,
,Climb the Walls,Kings,Pale Green,EE,2,3,Ig,,R, $1.00 ,, $-   ,,,0,Jerusalem Tower has no effect this turn.,,,,,,,,
,Coat of Mail,Kings,Purple,GE,0,5,N,W,C, $0.26 ,, $-   ,,,0,"Holder may negate and discard one evil weapon class enhancement on an Evil Character.  Any time during battle, holder may discard Coat of Mail to return bearer being discarded to your territory.",,,,,,,,
,Conquerer over Death,Kings,White,GE,4,3,R,,C, $0.25 ,, $-   ,,,0,Return all Heroes in your Potter?s Field to the field of play. This ability cannot be negated.,,,,,,,,
,Courage,Kings,Blue,GE,,,B,,C, $0.25 ,, $-   ,,,0,Holder may band any Hero from his territory or hand into the battle.,,,,,,,,
